as_of_date,first_signal,second_signal,observations,spearman_correlation
2016-05-31,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2016-06-30,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2016-07-29,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2016-08-31,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2016-09-30,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2016-10-31,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2016-11-30,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2016-12-30,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-01-31,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-02-28,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-03-31,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-04-28,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-05-31,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-06-30,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-07-31,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-08-31,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-09-29,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-10-31,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-11-30,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-12-29,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-01-31,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-02-28,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-03-29,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-04-30,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-05-31,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-06-29,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-07-31,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-08-31,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-09-28,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-10-31,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-11-30,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-12-31,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-01-31,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-02-28,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-03-29,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-04-30,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-05-31,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-06-28,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-07-31,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-08-30,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-09-30,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-10-31,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-11-29,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-12-31,reversal_1m_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2014-01-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,0,
2014-02-28,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,0,
2014-03-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,0,
2014-04-30,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,0,
2014-05-30,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,0,
2014-06-30,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,0,
2014-07-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,0,
2014-08-29,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,0,
2014-09-30,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,0,
2014-10-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.07044417767106842
2014-11-28,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.14352941176470588
2014-12-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.17599039615846337
2015-01-30,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.34050420168067225
2015-02-27,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.33733493397358943
2015-03-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.42818727490996394
2015-04-30,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.41714285714285715
2015-05-29,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.3611524609843937
2015-06-30,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.19951980792316923
2015-07-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.07851140456182472
2015-08-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.12576230492196877
2015-09-30,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.22208883553421366
2015-10-30,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.03692677070828331
2015-11-30,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.11548619447779111
2015-12-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.050756302521008406
2016-01-29,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.06304921968787515
2016-02-29,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.16254501800720286
2016-03-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.24312124849939976
2016-04-29,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.18396158463385354
2016-05-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.00475390156062425
2016-06-30,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.09829531812725088
2016-07-29,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.031068427370948382
2016-08-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.004945978391356542
2016-09-30,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.007635054021608643
2016-10-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.040384153661464584
2016-11-30,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.11519807923169266
2016-12-30,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.052100840336134456
2017-01-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.1343097238895558
2017-02-28,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.139015606242497
2017-03-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.10818727490996398
2017-04-28,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.08811524609843938
2017-05-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.058343337334933965
2017-06-30,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.33378151260504196
2017-07-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.23812725090036013
2017-08-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.2130612244897959
2017-09-29,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.20566626650660264
2017-10-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.14593037214885954
2017-11-30,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.003793517406962785
2017-12-29,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.1223049219687875
2018-01-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.02809123649459784
2018-02-28,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.04854741896758703
2018-03-29,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.05978391356542617
2018-04-30,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.0563265306122449
2018-05-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.1440096038415366
2018-06-29,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.038463385354141656
2018-07-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.07793517406962785
2018-08-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.13190876350540215
2018-09-28,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.1603361344537815
2018-10-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.04912364945978391
2018-11-30,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.11663865546218487
2018-12-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.12557022809123647
2019-01-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.06669867947178872
2019-02-28,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.1298919567827131
2019-03-29,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.07130852340936374
2019-04-30,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.005618247298919568
2019-05-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.013301320528211284
2019-06-28,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.17282112845138053
2019-07-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.1289315726290516
2019-08-30,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.008403361344537815
2019-09-30,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.031644657863145256
2019-10-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.025978391356542615
2019-11-29,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.08552220888355341
2019-12-31,sma_50_200_spread_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.14650660264105642
2014-01-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,0,
2014-02-28,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,0,
2014-03-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,0,
2014-04-30,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,0,
2014-05-30,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,0,
2014-06-30,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,0,
2014-07-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,0,
2014-08-29,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,0,
2014-09-30,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,0,
2014-10-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.2434093637454982
2014-11-28,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.06141656662665066
2014-12-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.15265306122448982
2015-01-30,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.31159663865546217
2015-02-27,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.3053541416566627
2015-03-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.37901560624249697
2015-04-30,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.3163985594237695
2015-05-29,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.2337094837935174
2015-06-30,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.07966386554621849
2015-07-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.21190876350540214
2015-08-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.19068427370948376
2015-09-30,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.10444177671068428
2015-10-30,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.06535414165666266
2015-11-30,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.04124849939975991
2015-12-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.12931572629051621
2016-01-29,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.06919567827130851
2016-02-29,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.05478991596638655
2016-03-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.014357743097238897
2016-04-29,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.04182472989195678
2016-05-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.0546938775510204
2016-06-30,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.004849939975990396
2016-07-29,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.009747899159663865
2016-08-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.052004801920768305
2016-09-30,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.10981992797118847
2016-10-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.18434573829531814
2016-11-30,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.28950780312124846
2016-12-30,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.29776710684273705
2017-01-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.3909243697478992
2017-02-28,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.3847779111644658
2017-03-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.3909243697478992
2017-04-28,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.33474189675870347
2017-05-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.2828811524609844
2017-06-30,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.3938055222088835
2017-07-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.29978391356542616
2017-08-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.23207683073229293
2017-09-29,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.2697238895558223
2017-10-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.2568547418967587
2017-11-30,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.18002400960384152
2017-12-29,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.15198079231692677
2018-01-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.18857142857142856
2018-02-28,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.17858343337334934
2018-03-29,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.25099639855942374
2018-04-30,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.22247298919567823
2018-05-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.15668667466986794
2018-06-29,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.21286914765906362
2018-07-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.12960384153661464
2018-08-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.12364945978391356
2018-09-28,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.057094837935174066
2018-10-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.042881152460984395
2018-11-30,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.09099639855942376
2018-12-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.07755102040816325
2019-01-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.24273709483793518
2019-02-28,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.16004801920768308
2019-03-29,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.19702280912364944
2019-04-30,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.32945978391356545
2019-05-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.18300120048019208
2019-06-28,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.07217286914765905
2019-07-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.1603361344537815
2019-08-30,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.0710204081632653
2019-09-30,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.08782713085234094
2019-10-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.169171668667467
2019-11-29,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.2729891956782713
2019-12-31,sma_50_200_spread_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.2692436974789916
2014-01-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,0,
2014-02-28,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,0,
2014-03-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,0,
2014-04-30,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,0,
2014-05-30,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,0,
2014-06-30,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,0,
2014-07-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,0,
2014-08-29,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,0,
2014-09-30,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,0,
2014-10-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.042881152460984395
2014-11-28,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.18309723889555823
2014-12-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.057478991596638655
2015-01-30,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.22343337334933971
2015-02-27,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.29997599039615847
2015-03-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.1997118847539016
2015-04-30,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.1833853541416567
2015-05-29,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.295078031212485
2015-06-30,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.07937575030012005
2015-07-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.19068427370948376
2015-08-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.12326530612244897
2015-09-30,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.16091236494597838
2015-10-30,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.5146218487394958
2015-11-30,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.11222088835534214
2015-12-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.008403361344537815
2016-01-29,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.2058583433373349
2016-02-29,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.10684273709483794
2016-03-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.05450180072028812
2016-04-29,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.01714285714285714
2016-05-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.14612244897959184
2016-06-30,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.1787755102040816
2016-07-29,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.14410564225690276
2016-08-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.11519807923169266
2016-09-30,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.004657863145258102
2016-10-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.018775510204081632
2016-11-30,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.3292677070828331
2016-12-30,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.015510204081632653
2017-01-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.20441776710684276
2017-02-28,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.07851140456182472
2017-03-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.010804321728691477
2017-04-28,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.0640096038415366
2017-05-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.07803121248499399
2017-06-30,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.4339495798319327
2017-07-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.3545258103241296
2017-08-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.26021608643457383
2017-09-29,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.07831932773109243
2017-10-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.0683313325330132
2017-11-30,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.12528211284513804
2017-12-29,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.31553421368547413
2018-01-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.15255702280912364
2018-02-28,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.11846338535414166
2018-03-29,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.3001680672268907
2018-04-30,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.2287154861944778
2018-05-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.13440576230492196
2018-06-29,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.02040816326530612
2018-07-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.12797118847539016
2018-08-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.03174069627851141
2018-09-28,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.3627851140456182
2018-10-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.3126530612244898
2018-11-30,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.18127250900360142
2018-12-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.27663865546218486
2019-01-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.04
2019-02-28,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.3283073229291717
2019-03-29,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.06074429771908763
2019-04-30,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.12307322929171667
2019-05-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.32955582232893155
2019-06-28,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.23169267707082833
2019-07-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.36576230492196876
2019-08-30,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.26857142857142857
2019-09-30,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.01781512605042017
2019-10-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.048643457382953184
2019-11-29,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.2517647058823529
2019-12-31,sma_50_200_spread_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.020120048019207682
2014-01-31,sma_50_200_spread_sector_neutral,positive_day_ratio_60d_sector_neutral,0,
2014-02-28,sma_50_200_spread_sector_neutral,positive_day_ratio_60d_sector_neutral,0,
2014-03-31,sma_50_200_spread_sector_neutral,positive_day_ratio_60d_sector_neutral,0,
2014-04-30,sma_50_200_spread_sector_neutral,positive_day_ratio_60d_sector_neutral,0,
2014-05-30,sma_50_200_spread_sector_neutral,positive_day_ratio_60d_sector_neutral,0,
