as_of_date,sector,signal,observations,ic
2017-04-28,Health Care,volatility_60d_sector_neutral,7,-0.07142857142857144
2017-05-31,Health Care,volatility_60d_sector_neutral,7,0.07142857142857144
2017-06-30,Health Care,volatility_60d_sector_neutral,7,0.14285714285714288
2017-07-31,Health Care,volatility_60d_sector_neutral,7,-0.28571428571428575
2017-08-31,Health Care,volatility_60d_sector_neutral,7,0.8571428571428573
2017-09-29,Health Care,volatility_60d_sector_neutral,7,-0.07142857142857144
2017-10-31,Health Care,volatility_60d_sector_neutral,7,0.0
2017-11-30,Health Care,volatility_60d_sector_neutral,7,0.28571428571428575
2017-12-29,Health Care,volatility_60d_sector_neutral,7,0.5357142857142858
2018-01-31,Health Care,volatility_60d_sector_neutral,7,0.10714285714285716
2018-02-28,Health Care,volatility_60d_sector_neutral,7,-0.5357142857142858
2018-03-29,Health Care,volatility_60d_sector_neutral,7,0.28571428571428575
2018-04-30,Health Care,volatility_60d_sector_neutral,7,0.5357142857142858
2018-05-31,Health Care,volatility_60d_sector_neutral,7,-0.42857142857142866
2018-06-29,Health Care,volatility_60d_sector_neutral,7,-0.5357142857142858
2018-07-31,Health Care,volatility_60d_sector_neutral,7,-0.14285714285714288
2018-08-31,Health Care,volatility_60d_sector_neutral,7,-0.39285714285714296
2018-09-28,Health Care,volatility_60d_sector_neutral,7,-0.6071428571428572
2018-10-31,Health Care,volatility_60d_sector_neutral,7,0.6785714285714287
2018-11-30,Health Care,volatility_60d_sector_neutral,7,0.10714285714285716
2018-12-31,Health Care,volatility_60d_sector_neutral,7,0.07142857142857144
2019-01-31,Health Care,volatility_60d_sector_neutral,7,-0.21428571428571433
2019-02-28,Health Care,volatility_60d_sector_neutral,7,-0.5
2019-03-29,Health Care,volatility_60d_sector_neutral,7,-0.07142857142857144
2019-04-30,Health Care,volatility_60d_sector_neutral,7,0.5357142857142858
2019-05-31,Health Care,volatility_60d_sector_neutral,7,0.3571428571428572
2019-06-28,Health Care,volatility_60d_sector_neutral,7,-0.1785714285714286
2019-07-31,Health Care,volatility_60d_sector_neutral,7,-0.10714285714285716
2019-08-30,Health Care,volatility_60d_sector_neutral,7,0.14285714285714288
2019-09-30,Health Care,volatility_60d_sector_neutral,7,0.39285714285714296
2019-10-31,Health Care,volatility_60d_sector_neutral,7,0.0
2019-11-29,Health Care,volatility_60d_sector_neutral,7,0.14285714285714288
2019-12-31,Health Care,volatility_60d_sector_neutral,7,-0.39285714285714296
2014-01-31,Industrials,volatility_60d_sector_neutral,0,
2014-02-28,Industrials,volatility_60d_sector_neutral,0,
2014-03-31,Industrials,volatility_60d_sector_neutral,5,0.8999999999999998
2014-04-30,Industrials,volatility_60d_sector_neutral,5,-0.3
2014-05-30,Industrials,volatility_60d_sector_neutral,5,0.3
2014-06-30,Industrials,volatility_60d_sector_neutral,5,-0.49999999999999994
2014-07-31,Industrials,volatility_60d_sector_neutral,5,0.09999999999999999
2014-08-29,Industrials,volatility_60d_sector_neutral,5,-0.6
2014-09-30,Industrials,volatility_60d_sector_neutral,5,-0.3
2014-10-31,Industrials,volatility_60d_sector_neutral,5,-0.7
2014-11-28,Industrials,volatility_60d_sector_neutral,5,-0.39999999999999997
2014-12-31,Industrials,volatility_60d_sector_neutral,5,0.0
2015-01-30,Industrials,volatility_60d_sector_neutral,5,-0.6
2015-02-27,Industrials,volatility_60d_sector_neutral,5,-0.19999999999999998
2015-03-31,Industrials,volatility_60d_sector_neutral,5,0.8999999999999998
2015-04-30,Industrials,volatility_60d_sector_neutral,5,-0.6
2015-05-29,Industrials,volatility_60d_sector_neutral,5,-0.39999999999999997
2015-06-30,Industrials,volatility_60d_sector_neutral,5,-0.09999999999999999
2015-07-31,Industrials,volatility_60d_sector_neutral,5,-0.6
2015-08-31,Industrials,volatility_60d_sector_neutral,5,0.09999999999999999
2015-09-30,Industrials,volatility_60d_sector_neutral,5,0.0
2015-10-30,Industrials,volatility_60d_sector_neutral,5,-0.8999999999999998
2015-11-30,Industrials,volatility_60d_sector_neutral,5,-0.09999999999999999
2015-12-31,Industrials,volatility_60d_sector_neutral,5,-0.39999999999999997
2016-01-29,Industrials,volatility_60d_sector_neutral,5,0.6
2016-02-29,Industrials,volatility_60d_sector_neutral,5,0.3
2016-03-31,Industrials,volatility_60d_sector_neutral,5,0.7
2016-04-29,Industrials,volatility_60d_sector_neutral,5,-0.6
2016-05-31,Industrials,volatility_60d_sector_neutral,5,-0.09999999999999999
2016-06-30,Industrials,volatility_60d_sector_neutral,5,0.8999999999999998
2016-07-29,Industrials,volatility_60d_sector_neutral,5,-0.39999999999999997
2016-08-31,Industrials,volatility_60d_sector_neutral,5,0.6
2016-09-30,Industrials,volatility_60d_sector_neutral,5,-0.3
2016-10-31,Industrials,volatility_60d_sector_neutral,5,0.3
2016-11-30,Industrials,volatility_60d_sector_neutral,5,-0.09999999999999999
2016-12-30,Industrials,volatility_60d_sector_neutral,5,0.8999999999999998
2017-01-31,Industrials,volatility_60d_sector_neutral,5,-0.7
2017-02-28,Industrials,volatility_60d_sector_neutral,5,-0.39999999999999997
2017-03-31,Industrials,volatility_60d_sector_neutral,5,0.09999999999999999
2017-04-28,Industrials,volatility_60d_sector_neutral,5,0.0
2017-05-31,Industrials,volatility_60d_sector_neutral,5,-0.3
2017-06-30,Industrials,volatility_60d_sector_neutral,5,0.3
2017-07-31,Industrials,volatility_60d_sector_neutral,5,0.49999999999999994
2017-08-31,Industrials,volatility_60d_sector_neutral,5,0.7999999999999999
2017-09-29,Industrials,volatility_60d_sector_neutral,5,0.3
2017-10-31,Industrials,volatility_60d_sector_neutral,5,0.0
2017-11-30,Industrials,volatility_60d_sector_neutral,5,0.7999999999999999
2017-12-29,Industrials,volatility_60d_sector_neutral,5,-0.7
2018-01-31,Industrials,volatility_60d_sector_neutral,5,0.09999999999999999
2018-02-28,Industrials,volatility_60d_sector_neutral,5,0.49999999999999994
2018-03-29,Industrials,volatility_60d_sector_neutral,5,-0.6
2018-04-30,Industrials,volatility_60d_sector_neutral,5,0.7999999999999999
2018-05-31,Industrials,volatility_60d_sector_neutral,5,-0.7
2018-06-29,Industrials,volatility_60d_sector_neutral,5,-0.49999999999999994
2018-07-31,Industrials,volatility_60d_sector_neutral,5,-0.09999999999999999
2018-08-31,Industrials,volatility_60d_sector_neutral,5,0.3
2018-09-28,Industrials,volatility_60d_sector_neutral,5,-0.3
2018-10-31,Industrials,volatility_60d_sector_neutral,5,0.3
2018-11-30,Industrials,volatility_60d_sector_neutral,5,0.39999999999999997
2018-12-31,Industrials,volatility_60d_sector_neutral,5,-0.6
2019-01-31,Industrials,volatility_60d_sector_neutral,5,-0.8999999999999998
2019-02-28,Industrials,volatility_60d_sector_neutral,5,-0.9999999999999999
2019-03-29,Industrials,volatility_60d_sector_neutral,5,-0.19999999999999998
2019-04-30,Industrials,volatility_60d_sector_neutral,5,-0.3
2019-05-31,Industrials,volatility_60d_sector_neutral,5,0.6
2019-06-28,Industrials,volatility_60d_sector_neutral,5,0.49999999999999994
2019-07-31,Industrials,volatility_60d_sector_neutral,5,0.19999999999999998
2019-08-30,Industrials,volatility_60d_sector_neutral,5,-0.49999999999999994
2019-09-30,Industrials,volatility_60d_sector_neutral,5,0.09999999999999999
2019-10-31,Industrials,volatility_60d_sector_neutral,5,0.6
2019-11-29,Industrials,volatility_60d_sector_neutral,5,0.49999999999999994
2019-12-31,Industrials,volatility_60d_sector_neutral,5,-0.49999999999999994
2014-01-31,Information Technology,volatility_60d_sector_neutral,0,
2014-02-28,Information Technology,volatility_60d_sector_neutral,0,
2014-03-31,Information Technology,volatility_60d_sector_neutral,8,0.0
2014-04-30,Information Technology,volatility_60d_sector_neutral,8,0.4761904761904762
2014-05-30,Information Technology,volatility_60d_sector_neutral,8,0.28571428571428575
2014-06-30,Information Technology,volatility_60d_sector_neutral,8,0.07142857142857144
2014-07-31,Information Technology,volatility_60d_sector_neutral,8,0.4761904761904762
2014-08-29,Information Technology,volatility_60d_sector_neutral,8,-0.261904761904762
2014-09-30,Information Technology,volatility_60d_sector_neutral,8,0.2380952380952381
2014-10-31,Information Technology,volatility_60d_sector_neutral,8,-0.07142857142857144
2014-11-28,Information Technology,volatility_60d_sector_neutral,8,0.09523809523809526
2014-12-31,Information Technology,volatility_60d_sector_neutral,8,0.07142857142857144
2015-01-30,Information Technology,volatility_60d_sector_neutral,8,0.3333333333333334
2015-02-27,Information Technology,volatility_60d_sector_neutral,8,-0.04761904761904763
2015-03-31,Information Technology,volatility_60d_sector_neutral,8,-0.09523809523809526
2015-04-30,Information Technology,volatility_60d_sector_neutral,8,0.07142857142857144
2015-05-29,Information Technology,volatility_60d_sector_neutral,8,-0.3333333333333334
2015-06-30,Information Technology,volatility_60d_sector_neutral,8,-0.28571428571428575
2015-07-31,Information Technology,volatility_60d_sector_neutral,8,0.7380952380952381
2015-08-31,Information Technology,volatility_60d_sector_neutral,8,0.4285714285714286
2015-09-30,Information Technology,volatility_60d_sector_neutral,8,-0.04761904761904763
2015-10-30,Information Technology,volatility_60d_sector_neutral,8,0.8095238095238096
2015-11-30,Information Technology,volatility_60d_sector_neutral,8,0.6666666666666669
2015-12-31,Information Technology,volatility_60d_sector_neutral,8,-0.09523809523809526
2016-01-29,Information Technology,volatility_60d_sector_neutral,8,0.523809523809524
2016-02-29,Information Technology,volatility_60d_sector_neutral,8,0.2142857142857143
2016-03-31,Information Technology,volatility_60d_sector_neutral,8,-0.04761904761904763
2016-04-29,Information Technology,volatility_60d_sector_neutral,8,0.1666666666666667
2016-05-31,Information Technology,volatility_60d_sector_neutral,8,-0.6190476190476191
2016-06-30,Information Technology,volatility_60d_sector_neutral,8,0.19047619047619052
2016-07-29,Information Technology,volatility_60d_sector_neutral,8,0.3571428571428572
2016-08-31,Information Technology,volatility_60d_sector_neutral,8,0.5714285714285715
2016-09-30,Information Technology,volatility_60d_sector_neutral,8,0.4761904761904762
2016-10-31,Information Technology,volatility_60d_sector_neutral,8,0.261904761904762
2016-11-30,Information Technology,volatility_60d_sector_neutral,8,0.7142857142857144
2016-12-30,Information Technology,volatility_60d_sector_neutral,8,0.14285714285714288
2017-01-31,Information Technology,volatility_60d_sector_neutral,8,-0.7142857142857144
2017-02-28,Information Technology,volatility_60d_sector_neutral,8,0.5714285714285715
2017-03-31,Information Technology,volatility_60d_sector_neutral,8,-0.5476190476190477
2017-04-28,Information Technology,volatility_60d_sector_neutral,8,0.5952380952380953
2017-05-31,Information Technology,volatility_60d_sector_neutral,8,0.38095238095238104
2017-06-30,Information Technology,volatility_60d_sector_neutral,8,0.523809523809524
2017-07-31,Information Technology,volatility_60d_sector_neutral,8,-0.38095238095238104
2017-08-31,Information Technology,volatility_60d_sector_neutral,8,-0.19047619047619052
2017-09-29,Information Technology,volatility_60d_sector_neutral,8,0.09523809523809526
2017-10-31,Information Technology,volatility_60d_sector_neutral,8,-0.04761904761904763
2017-11-30,Information Technology,volatility_60d_sector_neutral,8,-0.7857142857142858
2017-12-29,Information Technology,volatility_60d_sector_neutral,8,0.14285714285714288
2018-01-31,Information Technology,volatility_60d_sector_neutral,8,-0.7380952380952381
2018-02-28,Information Technology,volatility_60d_sector_neutral,8,0.1666666666666667
2018-03-29,Information Technology,volatility_60d_sector_neutral,8,-0.7142857142857144
2018-04-30,Information Technology,volatility_60d_sector_neutral,8,0.3571428571428572
2018-05-31,Information Technology,volatility_60d_sector_neutral,8,-0.6666666666666669
2018-06-29,Information Technology,volatility_60d_sector_neutral,8,0.3571428571428572
2018-07-31,Information Technology,volatility_60d_sector_neutral,8,-0.4523809523809524
2018-08-31,Information Technology,volatility_60d_sector_neutral,8,0.4523809523809524
2018-09-28,Information Technology,volatility_60d_sector_neutral,8,-0.5714285714285715
2018-10-31,Information Technology,volatility_60d_sector_neutral,8,0.04761904761904763
2018-11-30,Information Technology,volatility_60d_sector_neutral,8,-0.28571428571428575
2018-12-31,Information Technology,volatility_60d_sector_neutral,8,-0.19047619047619052
2019-01-31,Information Technology,volatility_60d_sector_neutral,8,0.07142857142857144
2019-02-28,Information Technology,volatility_60d_sector_neutral,8,0.4523809523809524
2019-03-29,Information Technology,volatility_60d_sector_neutral,8,-0.09523809523809526
2019-04-30,Information Technology,volatility_60d_sector_neutral,8,-0.880952380952381
2019-05-31,Information Technology,volatility_60d_sector_neutral,8,0.7619047619047621
2019-06-28,Information Technology,volatility_60d_sector_neutral,8,-0.14285714285714288
2019-07-31,Information Technology,volatility_60d_sector_neutral,8,0.28571428571428575
2019-08-30,Information Technology,volatility_60d_sector_neutral,8,0.0
2019-09-30,Information Technology,volatility_60d_sector_neutral,8,0.3333333333333334
2019-10-31,Information Technology,volatility_60d_sector_neutral,8,-0.2142857142857143
2019-11-29,Information Technology,volatility_60d_sector_neutral,8,0.4761904761904762
2019-12-31,Information Technology,volatility_60d_sector_neutral,8,-0.4761904761904762
2014-01-31,Materials,volatility_60d_sector_neutral,0,
2014-02-28,Materials,volatility_60d_sector_neutral,0,
2014-03-31,Materials,volatility_60d_sector_neutral,2,
2014-04-30,Materials,volatility_60d_sector_neutral,2,
2014-05-30,Materials,volatility_60d_sector_neutral,2,
2014-06-30,Materials,volatility_60d_sector_neutral,2,
2014-07-31,Materials,volatility_60d_sector_neutral,2,
2014-08-29,Materials,volatility_60d_sector_neutral,2,
2014-09-30,Materials,volatility_60d_sector_neutral,2,
2014-10-31,Materials,volatility_60d_sector_neutral,2,
2014-11-28,Materials,volatility_60d_sector_neutral,2,
2014-12-31,Materials,volatility_60d_sector_neutral,2,
2015-01-30,Materials,volatility_60d_sector_neutral,2,
2015-02-27,Materials,volatility_60d_sector_neutral,2,
2015-03-31,Materials,volatility_60d_sector_neutral,2,
2015-04-30,Materials,volatility_60d_sector_neutral,2,
2015-05-29,Materials,volatility_60d_sector_neutral,2,
2015-06-30,Materials,volatility_60d_sector_neutral,2,
2015-07-31,Materials,volatility_60d_sector_neutral,2,
2015-08-31,Materials,volatility_60d_sector_neutral,2,
2015-09-30,Materials,volatility_60d_sector_neutral,2,
2015-10-30,Materials,volatility_60d_sector_neutral,2,
2015-11-30,Materials,volatility_60d_sector_neutral,2,
2015-12-31,Materials,volatility_60d_sector_neutral,2,
2016-01-29,Materials,volatility_60d_sector_neutral,2,
2016-02-29,Materials,volatility_60d_sector_neutral,2,
2016-03-31,Materials,volatility_60d_sector_neutral,2,
2016-04-29,Materials,volatility_60d_sector_neutral,2,
2016-05-31,Materials,volatility_60d_sector_neutral,2,
2016-06-30,Materials,volatility_60d_sector_neutral,2,
2016-07-29,Materials,volatility_60d_sector_neutral,2,
2016-08-31,Materials,volatility_60d_sector_neutral,2,
2016-09-30,Materials,volatility_60d_sector_neutral,2,
2016-10-31,Materials,volatility_60d_sector_neutral,2,
2016-11-30,Materials,volatility_60d_sector_neutral,2,
2016-12-30,Materials,volatility_60d_sector_neutral,2,
2017-01-31,Materials,volatility_60d_sector_neutral,2,
2017-02-28,Materials,volatility_60d_sector_neutral,2,
2017-03-31,Materials,volatility_60d_sector_neutral,2,
2017-04-28,Materials,volatility_60d_sector_neutral,2,
2017-05-31,Materials,volatility_60d_sector_neutral,2,
2017-06-30,Materials,volatility_60d_sector_neutral,2,
2017-07-31,Materials,volatility_60d_sector_neutral,2,
2017-08-31,Materials,volatility_60d_sector_neutral,2,
2017-09-29,Materials,volatility_60d_sector_neutral,2,
2017-10-31,Materials,volatility_60d_sector_neutral,2,
2017-11-30,Materials,volatility_60d_sector_neutral,2,
2017-12-29,Materials,volatility_60d_sector_neutral,2,
2018-01-31,Materials,volatility_60d_sector_neutral,2,
2018-02-28,Materials,volatility_60d_sector_neutral,2,
2018-03-29,Materials,volatility_60d_sector_neutral,2,
2018-04-30,Materials,volatility_60d_sector_neutral,2,
2018-05-31,Materials,volatility_60d_sector_neutral,2,
2018-06-29,Materials,volatility_60d_sector_neutral,2,
2018-07-31,Materials,volatility_60d_sector_neutral,2,
2018-08-31,Materials,volatility_60d_sector_neutral,2,
2018-09-28,Materials,volatility_60d_sector_neutral,2,
2018-10-31,Materials,volatility_60d_sector_neutral,2,
2018-11-30,Materials,volatility_60d_sector_neutral,2,
2018-12-31,Materials,volatility_60d_sector_neutral,2,
2019-01-31,Materials,volatility_60d_sector_neutral,2,
2019-02-28,Materials,volatility_60d_sector_neutral,2,
2019-03-29,Materials,volatility_60d_sector_neutral,2,
2019-04-30,Materials,volatility_60d_sector_neutral,2,
2019-05-31,Materials,volatility_60d_sector_neutral,2,
2019-06-28,Materials,volatility_60d_sector_neutral,2,
2019-07-31,Materials,volatility_60d_sector_neutral,2,
2019-08-30,Materials,volatility_60d_sector_neutral,2,
2019-09-30,Materials,volatility_60d_sector_neutral,2,
2019-10-31,Materials,volatility_60d_sector_neutral,2,
2019-11-29,Materials,volatility_60d_sector_neutral,2,
2019-12-31,Materials,volatility_60d_sector_neutral,2,
2014-01-31,Real Estate,volatility_60d_sector_neutral,0,
2014-02-28,Real Estate,volatility_60d_sector_neutral,0,
2014-03-31,Real Estate,volatility_60d_sector_neutral,1,
2014-04-30,Real Estate,volatility_60d_sector_neutral,1,
2014-05-30,Real Estate,volatility_60d_sector_neutral,1,
2014-06-30,Real Estate,volatility_60d_sector_neutral,1,
2014-07-31,Real Estate,volatility_60d_sector_neutral,1,
2014-08-29,Real Estate,volatility_60d_sector_neutral,1,
2014-09-30,Real Estate,volatility_60d_sector_neutral,1,
2014-10-31,Real Estate,volatility_60d_sector_neutral,1,
2014-11-28,Real Estate,volatility_60d_sector_neutral,1,
2014-12-31,Real Estate,volatility_60d_sector_neutral,1,
2015-01-30,Real Estate,volatility_60d_sector_neutral,1,
2015-02-27,Real Estate,volatility_60d_sector_neutral,1,
2015-03-31,Real Estate,volatility_60d_sector_neutral,1,
2015-04-30,Real Estate,volatility_60d_sector_neutral,1,
2015-05-29,Real Estate,volatility_60d_sector_neutral,1,
2015-06-30,Real Estate,volatility_60d_sector_neutral,1,
2015-07-31,Real Estate,volatility_60d_sector_neutral,1,
2015-08-31,Real Estate,volatility_60d_sector_neutral,1,
2015-09-30,Real Estate,volatility_60d_sector_neutral,1,
2015-10-30,Real Estate,volatility_60d_sector_neutral,1,
2015-11-30,Real Estate,volatility_60d_sector_neutral,1,
2015-12-31,Real Estate,volatility_60d_sector_neutral,1,
2016-01-29,Real Estate,volatility_60d_sector_neutral,1,
2016-02-29,Real Estate,volatility_60d_sector_neutral,1,
2016-03-31,Real Estate,volatility_60d_sector_neutral,1,
2016-04-29,Real Estate,volatility_60d_sector_neutral,1,
2016-05-31,Real Estate,volatility_60d_sector_neutral,1,
2016-06-30,Real Estate,volatility_60d_sector_neutral,1,
2016-07-29,Real Estate,volatility_60d_sector_neutral,1,
2016-08-31,Real Estate,volatility_60d_sector_neutral,1,
2016-09-30,Real Estate,volatility_60d_sector_neutral,1,
2016-10-31,Real Estate,volatility_60d_sector_neutral,1,
2016-11-30,Real Estate,volatility_60d_sector_neutral,1,
2016-12-30,Real Estate,volatility_60d_sector_neutral,1,
2017-01-31,Real Estate,volatility_60d_sector_neutral,1,
2017-02-28,Real Estate,volatility_60d_sector_neutral,1,
2017-03-31,Real Estate,volatility_60d_sector_neutral,1,
2017-04-28,Real Estate,volatility_60d_sector_neutral,1,
2017-05-31,Real Estate,volatility_60d_sector_neutral,1,
2017-06-30,Real Estate,volatility_60d_sector_neutral,1,
2017-07-31,Real Estate,volatility_60d_sector_neutral,1,
2017-08-31,Real Estate,volatility_60d_sector_neutral,1,
2017-09-29,Real Estate,volatility_60d_sector_neutral,1,
2017-10-31,Real Estate,volatility_60d_sector_neutral,1,
2017-11-30,Real Estate,volatility_60d_sector_neutral,1,
2017-12-29,Real Estate,volatility_60d_sector_neutral,1,
2018-01-31,Real Estate,volatility_60d_sector_neutral,1,
2018-02-28,Real Estate,volatility_60d_sector_neutral,1,
2018-03-29,Real Estate,volatility_60d_sector_neutral,1,
2018-04-30,Real Estate,volatility_60d_sector_neutral,1,
2018-05-31,Real Estate,volatility_60d_sector_neutral,1,
2018-06-29,Real Estate,volatility_60d_sector_neutral,1,
2018-07-31,Real Estate,volatility_60d_sector_neutral,1,
2018-08-31,Real Estate,volatility_60d_sector_neutral,1,
2018-09-28,Real Estate,volatility_60d_sector_neutral,1,
2018-10-31,Real Estate,volatility_60d_sector_neutral,1,
2018-11-30,Real Estate,volatility_60d_sector_neutral,1,
2018-12-31,Real Estate,volatility_60d_sector_neutral,1,
2019-01-31,Real Estate,volatility_60d_sector_neutral,1,
2019-02-28,Real Estate,volatility_60d_sector_neutral,1,
2019-03-29,Real Estate,volatility_60d_sector_neutral,1,
2019-04-30,Real Estate,volatility_60d_sector_neutral,1,
2019-05-31,Real Estate,volatility_60d_sector_neutral,1,
2019-06-28,Real Estate,volatility_60d_sector_neutral,1,
2019-07-31,Real Estate,volatility_60d_sector_neutral,1,
2019-08-30,Real Estate,volatility_60d_sector_neutral,1,
2019-09-30,Real Estate,volatility_60d_sector_neutral,1,
2019-10-31,Real Estate,volatility_60d_sector_neutral,1,
2019-11-29,Real Estate,volatility_60d_sector_neutral,1,
2019-12-31,Real Estate,volatility_60d_sector_neutral,1,
2014-01-31,Utilities,volatility_60d_sector_neutral,0,
2014-02-28,Utilities,volatility_60d_sector_neutral,0,
2014-03-31,Utilities,volatility_60d_sector_neutral,2,
2014-04-30,Utilities,volatility_60d_sector_neutral,2,
2014-05-30,Utilities,volatility_60d_sector_neutral,2,
2014-06-30,Utilities,volatility_60d_sector_neutral,2,
2014-07-31,Utilities,volatility_60d_sector_neutral,2,
2014-08-29,Utilities,volatility_60d_sector_neutral,2,
2014-09-30,Utilities,volatility_60d_sector_neutral,2,
2014-10-31,Utilities,volatility_60d_sector_neutral,2,
2014-11-28,Utilities,volatility_60d_sector_neutral,2,
2014-12-31,Utilities,volatility_60d_sector_neutral,2,
2015-01-30,Utilities,volatility_60d_sector_neutral,2,
2015-02-27,Utilities,volatility_60d_sector_neutral,2,
2015-03-31,Utilities,volatility_60d_sector_neutral,2,
2015-04-30,Utilities,volatility_60d_sector_neutral,2,
2015-05-29,Utilities,volatility_60d_sector_neutral,2,
2015-06-30,Utilities,volatility_60d_sector_neutral,2,
2015-07-31,Utilities,volatility_60d_sector_neutral,2,
2015-08-31,Utilities,volatility_60d_sector_neutral,2,
2015-09-30,Utilities,volatility_60d_sector_neutral,2,
2015-10-30,Utilities,volatility_60d_sector_neutral,2,
2015-11-30,Utilities,volatility_60d_sector_neutral,2,
2015-12-31,Utilities,volatility_60d_sector_neutral,2,
2016-01-29,Utilities,volatility_60d_sector_neutral,2,
2016-02-29,Utilities,volatility_60d_sector_neutral,2,
2016-03-31,Utilities,volatility_60d_sector_neutral,2,
2016-04-29,Utilities,volatility_60d_sector_neutral,2,
2016-05-31,Utilities,volatility_60d_sector_neutral,2,
2016-06-30,Utilities,volatility_60d_sector_neutral,2,
2016-07-29,Utilities,volatility_60d_sector_neutral,2,
2016-08-31,Utilities,volatility_60d_sector_neutral,2,
2016-09-30,Utilities,volatility_60d_sector_neutral,2,
2016-10-31,Utilities,volatility_60d_sector_neutral,2,
2016-11-30,Utilities,volatility_60d_sector_neutral,2,
2016-12-30,Utilities,volatility_60d_sector_neutral,2,
2017-01-31,Utilities,volatility_60d_sector_neutral,2,
2017-02-28,Utilities,volatility_60d_sector_neutral,2,
2017-03-31,Utilities,volatility_60d_sector_neutral,2,
2017-04-28,Utilities,volatility_60d_sector_neutral,2,
2017-05-31,Utilities,volatility_60d_sector_neutral,2,
2017-06-30,Utilities,volatility_60d_sector_neutral,2,
2017-07-31,Utilities,volatility_60d_sector_neutral,2,
2017-08-31,Utilities,volatility_60d_sector_neutral,2,
2017-09-29,Utilities,volatility_60d_sector_neutral,2,
2017-10-31,Utilities,volatility_60d_sector_neutral,2,
2017-11-30,Utilities,volatility_60d_sector_neutral,2,
2017-12-29,Utilities,volatility_60d_sector_neutral,2,
2018-01-31,Utilities,volatility_60d_sector_neutral,2,
2018-02-28,Utilities,volatility_60d_sector_neutral,2,
2018-03-29,Utilities,volatility_60d_sector_neutral,2,
2018-04-30,Utilities,volatility_60d_sector_neutral,2,
2018-05-31,Utilities,volatility_60d_sector_neutral,2,
2018-06-29,Utilities,volatility_60d_sector_neutral,2,
2018-07-31,Utilities,volatility_60d_sector_neutral,2,
2018-08-31,Utilities,volatility_60d_sector_neutral,2,
2018-09-28,Utilities,volatility_60d_sector_neutral,2,
2018-10-31,Utilities,volatility_60d_sector_neutral,2,
2018-11-30,Utilities,volatility_60d_sector_neutral,2,
2018-12-31,Utilities,volatility_60d_sector_neutral,2,
2019-01-31,Utilities,volatility_60d_sector_neutral,2,
2019-02-28,Utilities,volatility_60d_sector_neutral,2,
2019-03-29,Utilities,volatility_60d_sector_neutral,2,
2019-04-30,Utilities,volatility_60d_sector_neutral,2,
2019-05-31,Utilities,volatility_60d_sector_neutral,2,
2019-06-28,Utilities,volatility_60d_sector_neutral,2,
2019-07-31,Utilities,volatility_60d_sector_neutral,2,
2019-08-30,Utilities,volatility_60d_sector_neutral,2,
2019-09-30,Utilities,volatility_60d_sector_neutral,2,
2019-10-31,Utilities,volatility_60d_sector_neutral,2,
2019-11-29,Utilities,volatility_60d_sector_neutral,2,
2019-12-31,Utilities,volatility_60d_sector_neutral,2,
2014-01-31,Communication Services,zero_volume_ratio_60d_sector_neutral,0,
2014-02-28,Communication Services,zero_volume_ratio_60d_sector_neutral,0,
2014-03-31,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2014-04-30,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2014-05-30,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2014-06-30,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2014-07-31,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2014-08-29,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2014-09-30,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2014-10-31,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2014-11-28,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2014-12-31,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2015-01-30,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2015-02-27,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2015-03-31,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2015-04-30,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2015-05-29,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2015-06-30,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2015-07-31,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2015-08-31,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2015-09-30,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2015-10-30,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2015-11-30,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2015-12-31,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2016-01-29,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2016-02-29,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2016-03-31,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2016-04-29,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2016-05-31,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2016-06-30,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2016-07-29,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2016-08-31,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2016-09-30,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
2016-10-31,Communication Services,zero_volume_ratio_60d_sector_neutral,4,
